Location,Bedroom,Total-Sqft,Bathroom,Price,Condition
Mingus,3,1700,3,318000.00,old
Mission,3,1800,3,318000.00,good
Missouri City,3,1600,3,318000.00,good
Mobeetie,3,1700,3,318000.00,old
Mobile City,3,1800,3,318000.00,Normal
Monahans,3,1600,3,318000.00,Normal
Mont Belvieu,3,1700,3,318000.00,good
Montgomery,3,1800,3,318000.00,good
Moody,3,1600,3,318000.00,good
Moore Station,3,1700,3,318000.00,good
Moran,3,1800,3,318000.00,good
Morgan,3,1600,3,318000.00,good
Morgan's Point,3,1700,3,318000.00,good
Morgan's Point Resort,3,1800,3,318000.00,good
Morton,3,1600,3,624674.96,good
Mount Calm,3,1700,3,318000.00,good
Mount Enterprise,3,1800,3,318000.00,good
Mount Pleasant,3,1600,3,212000.00,good
Mountain City,3,1700,3,318000.00,good
Muenster,3,1800,3,212000.00,good
Muleshoe,3,1600,3,318000.00,good
Munday,3,1700,3,318000.00,good
Murchison,3,1800,3,318000.00,good
Murphy,3,1600,3,318000.00,good
Mustang Ridge,3,1700,3,318000.00,good
Nacogdoches,3,1800,3,318000.00,good
Naples,3,1600,3,318000.00,good
Nash,3,1700,3,318000.00,good
Nassau Bay,3,1800,3,318000.00,good
Natalia,3,1600,3,318000.00,good
Navasota,3,1700,3,212000.00,good
Nazareth,3,1800,3,318000.00,good
Nederland,3,1600,3,318000.00,good
Needville,3,1700,3,318000.00,good
Nevada,3,1800,3,212000.00,good
New Berlin,3,1600,3,318000.00,good
New Boston,3,1700,3,212000.00,good
New Braunfels,3,1800,3,318000.00,good
New Chapel Hill,3,1600,3,318000.00,good
New Fairview,3,1700,3,318000.00,good
New Home,3,1800,3,318000.00,good
New London,3,1600,3,318000.00,good
New Summerfield,3,1700,3,636000.00,good
New Waverly,3,1800,3,212000.00,good
Newark,3,1600,3,212000.00,good
Newcastle,3,1700,3,636000.00,good
Newton,3,1800,3,212000.00,good
Niederwald,3,1600,3,212000.00,good
Nixon,3,1700,3,212000.00,good
Nocona,3,1800,3,318000.00,good
Nolanville,3,1600,3,139750.40,good
Nome,3,1700,3,318000.00,good
Noonday,3,1800,3,318000.00,good
Nordheim,3,1600,3,318000.00,Normal
North Cleveland,3,1700,3,212000.00,Normal
North Richland Hills,3,1800,3,318000.00,old
Novice,3,1600,3,318000.00,good
O'Brien,3,1700,3,318000.00,good
O'Donnell,3,1800,3,318000.00,old
Oak Leaf,3,1600,3,318000.00,Normal
Oak Point,3,1700,3,212000.00,Normal
Oak Ridge North,3,1800,3,318000.00,good
Odem,3,1600,3,318000.00,good
Odessa,3,1700,3,212000.00,good
Oglesby,3,1800,3,424000.00,good
Old River-Winfree,3,1600,3,318000.00,good
Olmos Park,3,1700,3,212000.00,good
Olney,3,1800,3,318000.00,good
Olton,3,1600,3,212000.00,good
Omaha,3,1700,3,318000.00,good
Onalaska,3,1800,3,318000.00,good
Orange,3,1600,3,318000.00,good
Orange Grove,3,1700,3,212000.00,good
Orchard,3,1800,3,424000.00,good
Ore City,3,1600,3,212000.00,good
Overton,3,1700,3,424000.00,good
Ovilla,3,1800,3,212000.00,good
Oyster Creek,3,1600,3,424000.00,good
Palacios,3,1700,3,318000.00,good
Palestine,3,1800,3,212000.00,good
Palm Valley,3,1600,3,212000.00,good
Palmhurst,3,1700,3,318000.00,good
Palmview,3,1800,3,424000.00,good
Pampa,3,1600,3,212000.00,good
Panorama Village,3,1700,3,212000.00,good
Paradise,3,1800,3,212000.00,good
Paris,3,1600,3,318000.00,good
Parker,3,1700,3,318000.00,good
Pasadena,3,1800,3,212000.00,good
Pattison,3,1600,3,318000.00,good
Patton Village,3,1700,3,424000.00,good
Pearland,3,1800,3,212000.00,good
Pearsall,3,1600,3,212000.00,good
Pecan Gap,3,1700,3,318000.00,good
Pecan Hill,3,1800,3,318000.00,good
Pecos,3,1600,3,318000.00,good
Pelican Bay,3,1700,3,424000.00,good
Peñitas,3,1800,3,212000.00,good
Perryton,3,1600,3,318000.00,good
Petersburg,3,1700,3,318000.00,good
Petrolia,3,1800,3,424000.00,good
Petronila,3,1600,3,212000.00,good
Pflugerville,3,1700,3,212000.00,good
Pharr,3,1800,3,424000.00,good
Pilot Point,3,1600,3,212000.00,good
Pine Forest,3,1700,3,212000.00,good
Pinehurst,3,1800,3,212000.00,good
Pineland,3,1600,3,212000.00,good
Piney Point Village,3,1700,3,212000.00,Normal
Pittsburg,3,1800,3,212000.00,Normal
Plainview,3,1600,3,318000.00,old
Plano,3,1700,3,636000.00,good
Plantersville,3,1800,3,212000.00,good
Pleasanton,3,1600,3,318000.00,old
Plum Grove,3,1700,3,212000.00,Normal
Point,3,1800,3,212000.00,Normal
Point Blank,3,1600,3,318000.00,good
Point Comfort,3,1700,3,318000.00,good
Port Aransas,3,1800,3,212000.00,good
Port Arthur,3,1600,3,212000.00,good
Port Isabel,3,1700,3,212000.00,good
Port Lavaca,3,1800,3,212000.00,good
Port Neches,3,1600,3,212000.00,good
Portland,3,1700,3,424000.00,good
Post,3,1800,3,424000.00,good
Poteet,3,1600,3,318000.00,good
Prairie View,3,1700,3,212000.00,good
Premont,3,1800,3,212000.00,good
Presidio,3,1600,3,212000.00,good
Princeton,3,1700,3,212000.00,good
Progreso,3,1800,3,212000.00,good
Progreso Lakes,3,1600,3,636000.00,good
Quanah,3,1700,3,424000.00,good
Queen City,3,1800,3,212000.00,good
Quinlan,3,1600,3,212000.00,good
Quitaque,3,1700,3,212000.00,good
Quitman,3,1800,3,318000.00,good
Ralls,3,1600,3,424000.00,good
Ranger,3,1700,3,530000.00,good
Rankin,3,1800,3,212000.00,good
Ravenna,3,1600,3,424000.00,good
Raymondville,3,1700,3,318000.00,good
Red Lick,3,1800,3,318000.00,good
Red Oak,3,1600,3,318000.00,good
Redwater,3,1700,3,318000.00,good
Reklaw,3,1800,3,424000.00,good
Reno,3,1600,3,212000.00,good
Reno,3,1700,3,318000.00,good
Rhome,3,1800,3,212000.00,good
Rice,3,1600,3,318000.00,good
Richardson,3,1700,3,318000.00,good
Richland Hills,3,1800,3,318000.00,good
Richmond,3,1600,3,212000.00,good
Richwood,3,1700,3,424000.00,good
Riesel,3,1800,3,318000.00,good
Rio Bravo,3,1600,3,212000.00,good
Rio Grande City,3,1700,3,318000.00,good
Rio Hondo,3,1800,3,296800.00,good
Rio Vista,3,1600,3,275600.00,good
River Oaks,3,1700,3,360400.00,good
Riverside,3,1800,3,402800.00,good
Roanoke,3,1600,3,324784.00,good
Robert Lee,3,1700,3,234260.00,good
Robinson,3,1800,3,388384.00,Normal
Robstown,3,1600,3,330932.00,Normal
Roby,3,1700,3,224720.00,old
Rockdale,3,1800,3,418064.00,good
Rockport,3,1600,3,418064.00,good
Rockwall,3,1700,3,159424.00,old
Rollingwood,3,1800,3,360400.00,Normal
Roma,3,1600,3,421880.00,Normal
Roman Forest,3,1700,3,318000.00,good
Ropesville,3,1800,3,318000.00,good
Roscoe,3,1600,3,424000.00,good
Rose City,3,1700,3,530000.00,good
Rose Hill Acres,3,1800,3,636000.00,good
Rosebud,3,1600,3,424000.00,good
Rosenberg,3,1700,3,212000.00,good
Ross,3,1800,3,530000.00,good
Rotan,3,1600,3,636000.00,good
Round Rock,3,1700,3,636000.00,good
Rowlett,3,1800,3,212000.00,good
Roxton,3,1600,3,212000.00,good
Royse City,3,1700,3,424000.00,good
Runaway Bay,3,1800,3,424000.00,good
Rusk,3,1600,3,530000.00,good
Sabinal,3,1700,3,530000.00,good
Sachse,3,1800,3,318000.00,good
Sadler,3,1600,3,318000.00,good
Saginaw,3,1700,3,424000.00,good
San Angelo,3,1800,3,318000.00,good
San Antonio,3,1600,3,318000.00,good
San Augustine,3,1700,3,318000.00,good
San Benito,3,1800,3,318000.00,good
San Diego,3,1600,3,424000.00,good
San Elizario,3,1700,3,212000.00,good
San Juan,3,1800,3,318000.00,good
San Marcos,3,1600,3,212000.00,good
San Patricio,3,1700,3,318000.00,good
San Perlita,3,1800,3,132627.20,good
San Saba,3,1600,3,318000.00,good
Sandy Oaks,3,1700,3,503415.20,good
Sandy Point,3,1800,3,212000.00,good
Sanger,3,1600,3,593600.00,good
Sansom Park,3,1700,3,318000.00,good
Santa Clara,3,1800,3,318000.00,good
Santa Fe,3,1600,3,318000.00,good
Savoy,3,1700,3,318000.00,good
Schertz,3,1800,3,318000.00,good
Schulenburg,3,1600,3,318000.00,good
Scotland,3,1700,3,318000.00,good
Scottsville,3,1800,3,318000.00,good
Seabrook,3,1600,3,318000.00,good
Seadrift,3,1700,3,517566.20,good
Seagoville,3,1800,3,318000.00,good
Seagraves,3,1600,3,318000.00,good
Sealy,3,1700,3,318000.00,good
Seguin,3,1800,3,627778.64,good
Selma,3,1600,3,318000.00,Normal
Seminole,3,1700,3,212000.00,Normal
Seven Oaks,3,1800,3,318000.00,old
Seven Points,3,1600,3,318000.00,good
Seymour,3,1700,3,318000.00,good
Shallowater,3,1800,3,318000.00,old
Shamrock,3,1600,3,318000.00,Normal
Shavano Park,3,1700,3,318000.00,Normal
Shenandoah,3,1800,3,318000.00,good
Shepherd,3,1600,3,318000.00,good
Sherman,3,1700,3,318000.00,good
Shiner,3,1800,3,318000.00,good
Shoreacres,3,1600,3,318000.00,good
Silsbee,3,1700,3,318000.00,good
Silverton,3,1800,3,318000.00,good
Simonton,3,1600,3,318000.00,good
Sinton,3,1700,3,318000.00,good
Slaton,3,1800,3,720509.56,good
Smiley,3,1600,3,318000.00,good
Smithville,3,1700,3,318000.00,good
Snook,3,1800,3,318000.00,good
Snyder,3,1600,3,636000.00,good
Socorro,3,1700,3,318000.00,good
Somerset,3,1800,3,636000.00,good
Somerville,3,1600,3,318000.00,good
Sonora,3,1700,3,318000.00,good
Sour Lake,3,1800,3,318000.00,good
South Frydek,3,1600,3,318000.00,good
South Houston,3,1700,3,318000.00,good
Southlake,3,1800,3,318000.00,good
Southmayd,3,1600,3,318000.00,good
Southside Place,3,1700,3,318000.00,good
Spearman,3,1800,3,318000.00,good
Splendora,3,1600,3,318000.00,good
Spofford,3,1700,3,318000.00,good
Spring Branch,3,1800,3,318000.00,good
Spring Valley Village,3,1600,3,318000.00,good
Springtown,3,1700,3,318000.00,good
Spur,3,1800,3,624674.96,good
St. Jo,3,1600,3,318000.00,good
Stafford,3,1700,3,318000.00,good
Stamford,3,1800,3,212000.00,good
Stanton,3,1600,3,318000.00,good
Staples,3,1700,3,212000.00,good
Star Harbor,3,1800,3,318000.00,good
Stephenville,3,1600,3,318000.00,good
Sterling City,3,1700,3,318000.00,good
Stinnett,3,1800,3,318000.00,good
Stockdale,3,1600,3,318000.00,good
Stockton Bend,3,1700,3,318000.00,good
Stratford,3,1800,3,318000.00,good
Strawn,3,1600,3,318000.00,good
Sudan,3,1700,3,318000.00,good
Sugar Land,3,1800,3,318000.00,good
Sullivan City,3,1600,3,212000.00,good
Sulphur Springs,3,1700,3,318000.00,Normal
Sun Valley,3,1800,3,318000.00,Normal
Sundown,3,1600,3,318000.00,old
Sunray,3,1700,3,212000.00,good
Sunrise Beach Village,3,1800,3,318000.00,good
Sunset Valley,3,1600,3,212000.00,old
Surfside Beach,3,1700,3,318000.00,Normal
Sweeny,3,1800,3,318000.00,Normal
Sweetwater,3,1600,3,318000.00,good
Taft,3,1700,3,318000.00,good
Tahoka,3,1800,3,318000.00,good
Talco,3,1600,3,636000.00,good
Tatum,3,1700,3,212000.00,good
Taylor,3,1800,3,212000.00,good
Taylor Lake Village,3,1600,3,636000.00,good
Taylor Landing,3,1700,3,212000.00,good
Teague,3,1800,3,212000.00,good
Temple,3,1600,3,212000.00,good
Terrell,3,1700,3,318000.00,good
Terrell Hills,3,1800,3,139750.40,good
Texarkana,3,1600,3,318000.00,good
Texas City,3,1700,3,318000.00,good
Texhoma,3,1800,3,318000.00,good
The Colony,3,1600,3,212000.00,good
Thorndale,3,1700,3,318000.00,good
Thrall,3,1800,3,318000.00,good
Three Rivers,3,1600,3,318000.00,good
Timpson,3,1700,3,318000.00,good
Toco,3,1800,3,318000.00,good
Todd Mission,3,1600,3,212000.00,good
Tolar,3,1700,3,318000.00,good
Tom Bean,3,1800,3,318000.00,good
Tomball,3,1600,3,212000.00,good
Tool,3,1700,3,424000.00,good
Trenton,3,1800,3,318000.00,good
Trinidad,3,1600,3,212000.00,good
Trinity,3,1700,3,318000.00,good
Troup,3,1800,3,212000.00,good
Troy,3,1600,3,318000.00,good
Tulia,3,1700,3,318000.00,good
Turkey,3,1800,3,318000.00,good
Tuscola,3,1600,3,212000.00,good
Tye,3,1700,3,424000.00,good
Tyler,3,1800,3,212000.00,good
Uhland,3,1600,3,424000.00,good
Uncertain,3,1700,3,212000.00,good
Union Grove,3,1800,3,424000.00,good
Union Valley,3,1600,3,318000.00,good
Universal City,3,1700,3,212000.00,good
University Park,3,1800,3,212000.00,good
Uvalde,3,1600,3,318000.00,good
Valley Mills,3,1700,3,424000.00,good
Valley View,3,1800,3,212000.00,good
Van,3,1600,3,212000.00,good
Van Alstyne,3,1700,3,212000.00,good
Vega,3,1800,3,318000.00,Normal
Venus,3,1600,3,318000.00,Normal
Vernon,3,1700,3,212000.00,old
Victoria,3,1800,3,318000.00,good
Vidor,3,1600,3,424000.00,good
Von Ormy,3,1700,3,212000.00,old
Waco,3,1800,3,212000.00,Normal
Waelder,3,1600,3,318000.00,Normal
Wake Village,3,1700,3,318000.00,good
Waller,3,1800,3,318000.00,good
Wallis,3,1600,3,424000.00,good
Walnut Springs,3,1700,3,212000.00,good
Warren City,3,1800,3,318000.00,good
Waskom,3,1600,3,318000.00,good
Watauga,3,1700,3,424000.00,good
Waxahachie,3,1800,3,212000.00,good
Weatherford,3,1600,3,212000.00,good
Webster,3,1700,3,424000.00,good
Weimar,3,1800,3,212000.00,good
Weinert,3,1600,3,212000.00,good
Weir,3,1700,3,212000.00,good
Wellington,3,1800,3,212000.00,good
Wellman,3,1600,3,212000.00,good
Weslaco,3,1700,3,212000.00,good
West,3,1800,3,318000.00,good
West Columbia,3,1600,3,636000.00,good
West Lake Hills,3,1700,3,212000.00,good
West Orange,3,1800,3,318000.00,good
West Tawakoni,3,1600,3,212000.00,good
West University Place,3,1700,3,212000.00,good
Westbrook,3,1800,3,318000.00,good
Weston,3,1600,3,318000.00,good
Weston Lakes,3,1700,3,212000.00,good
Westworth Village,3,1800,3,212000.00,good
Wharton,3,1600,3,212000.00,good
Wheeler,3,1700,3,212000.00,good
White Oak,3,1800,3,212000.00,good
White Settlement,3,1600,3,424000.00,good
Whitehouse,3,1700,3,424000.00,good
Whitesboro,3,1800,3,318000.00,good
Wichita Falls,3,1600,3,212000.00,good
Willis,3,1700,3,212000.00,good
Willow Park,3,1800,3,212000.00,good
Wills Point,3,1600,3,212000.00,good
Wilmer,3,1700,3,212000.00,good
Wilson,3,1800,3,636000.00,good
Wimberley,3,1600,3,424000.00,good
Windcrest,3,1700,3,212000.00,good
Winfield,3,1800,3,212000.00,good
Wink,3,1600,3,212000.00,good
Winnsboro,3,1700,3,318000.00,good
Winters,3,1800,3,424000.00,good
Wixon Valley,3,1600,3,530000.00,good
Wolfe City,3,1700,3,212000.00,good
Wolfforth,3,1800,3,424000.00,good
Woodbranch,3,1600,3,318000.00,Normal
Woodcreek,3,1700,3,318000.00,Normal
Woodway,3,1800,3,318000.00,old
Wylie,3,1600,3,318000.00,good
Yoakum,3,1700,3,424000.00,good
Yorktown,3,1800,3,212000.00,old
Zavalla,3,1600,3,318000.00,Normal
Alba,4,2000,4,841000.00,Normal
Alma,4,2100,4,1261500.00,good
Alto,4,2200,4,1261500.00,good
Alvord,4,2300,4,1261500.00,good
Annetta,4,2400,4,841000.00,good
Annetta North,4,2450,4,1682000.00,good
Annetta South,4,2500,4,1261500.00,good
Annona,4,2550,4,841000.00,good
Anthony,4,2600,4,1261500.00,good
Aspermont,4,2000,4,1177400.00,good
Avery,4,2100,4,1093300.00,good
Avinger,4,2200,4,1429700.00,good
Bartonville,4,2300,4,1597900.00,good
Bayside,4,2400,4,1288412.00,good
Bayview,4,2450,4,929305.00,good
Bells,4,2500,4,1062560.00,good
Berryville,4,2550,4,905380.00,good
Big Sandy,4,2600,4,614800.00,good
Bishop Hills,4,2000,4,1143760.00,good
Blanket,4,2100,4,1143760.00,good
Bloomburg,4,2200,4,436160.00,good
Blooming Grove,4,2300,4,986000.00,good
Blum,4,2400,4,1154200.00,good
Booker,4,2450,4,870000.00,good
Boyd,4,2500,4,870000.00,good
Broaddus,4,2550,4,1160000.00,good
Bronte,4,2600,4,2102500.00,good
Buckholts,4,2000,4,1653000.00,good
Buffalo Gap,4,2100,4,1102000.00,good
Bullard,4,2200,4,551000.00,good
Bynum,4,2300,4,1377500.00,good
Caney City,4,2400,4,1653000.00,good
Carbon,4,2450,4,1653000.00,good
Carl's Corner,4,2500,4,551000.00,good
Chester,4,2550,4,551000.00,good
China Grove,4,2600,4,1102000.00,good
Christine,4,2000,4,1102000.00,good
Clint,4,2100,4,1377500.00,good
Coahoma,4,2200,4,1377500.00,good
Coffee City,4,2300,4,826500.00,good
Collinsville,4,2400,4,826500.00,good
Combes,4,2450,4,1102000.00,good
Como,4,2500,4,826500.00,good
Coolidge,4,2550,4,826500.00,good
Copper Canyon,4,2600,4,826500.00,good
Corrigan,4,2000,4,826500.00,good
Crawford,4,2100,4,1102000.00,good
Cross Plains,4,2200,4,551000.00,good
Cross Roads,4,2300,4,826500.00,Normal
Cross Timber,4,2400,4,551000.00,Normal
Cuney,4,2450,4,826500.00,old
Darrouzett,4,2500,4,344705.60,good
Dawson,4,2550,4,826500.00,good
Dennis,4,2600,4,1308404.60,old
Denver City,4,2000,4,551000.00,Normal
Detroit,4,2100,4,1542800.00,Normal
DISH,4,2200,4,826500.00,good
Dodd City,4,2300,4,826500.00,good
Dodson,4,2400,4,826500.00,good
Domino,4,2450,4,826500.00,good
Double Oak,4,2500,4,826500.00,good
Douglassville,4,2550,4,826500.00,good
Draper,4,2600,4,826500.00,good
Edgecliff Village,4,2000,4,826500.00,good
Edgewood,4,2100,4,826500.00,good
Edmonson,4,2200,4,1345183.85,good
Elkhart,4,2300,4,826500.00,good
Emhouse,4,2400,4,826500.00,good
Enchanted Oaks,4,2450,4,826500.00,good
Estelline,4,2500,4,1631632.22,good
Evant,4,2550,4,826500.00,good
Fairview,4,2600,4,551000.00,good
Flatonia,4,2000,4,826500.00,good
Flower Mound,4,2100,4,826500.00,good
Frankston,4,2200,4,826500.00,good
Fulton,4,2300,4,826500.00,good
Garrett,4,2400,4,826500.00,good
Grandfalls,4,2450,4,826500.00,good
Groom,4,2500,4,826500.00,good
Gustine,4,2550,4,826500.00,good
Hackberry,4,2600,4,826500.00,good
Happy,4,2000,4,826500.00,good
Hebron,4,2100,4,826500.00,good
Hickory Creek,4,2200,4,826500.00,good
Highland Park,4,2300,4,826500.00,good
Holiday Lakes,4,2400,4,826500.00,good
Holland,4,2450,4,826500.00,good
Hollywood Park,4,2500,4,1872645.13,good
Howe,4,2550,4,826500.00,good
Impact,4,2600,4,826500.00,good
Indian Lake,4,2000,4,826500.00,good
Italy,4,2100,4,1653000.00,good
Kenefick,4,2200,4,826500.00,good
Kirvin,4,2300,4,1653000.00,good
Kosse,4,2400,4,826500.00,good
Kurten,4,2450,4,826500.00,good
Ladonia,4,2500,4,826500.00,good
Laguna Vista,4,2550,4,826500.00,good
Lake City,4,2600,4,826500.00,good
Lakeside,4,2000,4,826500.00,good
Lakeside,4,2100,4,826500.00,good
Lakeside City,4,2200,4,826500.00,good
Lakeview,4,2300,4,826500.00,good
Lawn,4,2400,4,826500.00,Normal
Lefors,4,2450,4,826500.00,Normal
Lexington,4,2500,4,826500.00,old
Livingston,4,2550,4,826500.00,good
Lockney,4,2600,4,826500.00,good
Loraine,4,2000,4,1623565.58,old
Los Indios,4,2100,4,826500.00,Normal
Mabank,4,2200,4,826500.00,Normal
Malone,4,2300,4,841000.00,good
Marietta,4,2400,4,1261500.00,good
Matador,4,2450,4,841000.00,good
McLean,4,2500,4,1261500.00,good
Meadow,4,2550,4,1261500.00,good
Megargel,4,2600,4,1261500.00,good
Melvin,4,2000,4,1261500.00,good
Merkel,4,2100,4,1261500.00,good
Mertens,4,2200,4,1261500.00,good
Mildred,4,2300,4,1261500.00,good
Milford,4,2400,4,1261500.00,good
Miller's Cove,4,2450,4,1261500.00,good
Millsap,4,2500,4,1261500.00,good
Moulton,4,2550,4,841000.00,good
Mount Vernon,4,2600,4,1261500.00,good
Mullin,4,2000,4,1261500.00,good
Mustang,4,2100,4,1261500.00,good
Navarro,4,2200,4,841000.00,good
New Deal,4,2300,4,1261500.00,good
New Hope,4,2400,4,841000.00,good
Neylandville,4,2450,4,1261500.00,good
Normangee,4,2500,4,1261500.00,good
Northlake,4,2550,4,1261500.00,good
Oak Grove,4,2600,4,1261500.00,good
Oak Ridge,4,2000,4,1261500.00,good
Oak Ridge,4,2100,4,2523000.00,good
Oak Valley,4,2200,4,841000.00,good
Oakwood,4,2300,4,841000.00,good
Opdyke West,4,2400,4,2523000.00,good
Paducah,4,2450,4,841000.00,good
Paint Rock,4,2500,4,841000.00,good
Palmer,4,2550,4,841000.00,good
Panhandle,4,2600,4,1261500.00,good
Pantego,4,2000,4,554387.20,good
Payne Springs,4,2100,4,1261500.00,good
Peaster,4,2200,4,1261500.00,good
Penelope,4,2300,4,1261500.00,good
Pine Island,4,2400,4,841000.00,good
Plains,4,2450,4,1261500.00,good
Pleasant Valley,4,2500,4,1261500.00,good
Poetry,4,2550,4,1261500.00,good
Ponder,4,2600,4,1261500.00,good
Post Oak Bend City,4,2000,4,1261500.00,good
Poth,4,2100,4,841000.00,good
Pottsboro,4,2200,4,1261500.00,good
Powell,4,2300,4,1261500.00,good
Poynor,4,2400,4,841000.00,good
Primera,4,2450,4,1682000.00,Normal
Prosper,4,2500,4,1261500.00,Normal
Providence Village,4,2550,4,841000.00,old
Putnam,4,2600,4,1261500.00,good
Pyote,4,2000,4,841000.00,good
Quintana,4,2100,4,1261500.00,old
Rancho Viejo,4,2200,4,1261500.00,Normal
Ransom Canyon,4,2300,4,1261500.00,Normal
Refugio,4,2400,4,841000.00,good
Retreat,4,2450,4,1682000.00,good
Richland,4,2500,4,841000.00,good
Richland Springs,4,2550,4,1682000.00,good
Rising Star,4,2600,4,841000.00,good
Road Runner,4,2000,4,1682000.00,good
Roaring Springs,4,2100,4,1261500.00,good
Rochester,4,2200,4,841000.00,good
Rocksprings,4,2300,4,841000.00,good
Rocky Mound,4,2400,4,1261500.00,good
Rogers,4,2450,4,1682000.00,good
Round Mountain,4,2500,4,841000.00,good
Round Top,4,2550,4,841000.00,good
Rule,4,2600,4,841000.00,good
Runge,4,2000,4,1261500.00,good
San Felipe,4,2100,4,1261500.00,good
Sanctuary,4,2200,4,841000.00,good
Sanford,4,2300,4,1261500.00,good
Santa Anna,4,2400,4,1682000.00,good
Santa Rosa,4,2450,4,841000.00,good
Scurry,4,2500,4,841000.00,good
Shady Shores,4,2550,4,1261500.00,good
Skellytown,4,2600,4,1261500.00,good
Smyer,4,2000,4,1261500.00,good
South Mountain,4,2100,4,1682000.00,good
South Padre Island,4,2200,4,841000.00,good
Springlake,4,2300,4,1261500.00,good
St. Hedwig,4,2400,4,1261500.00,good
St. Paul,4,2450,4,1682000.00,good
Stagecoach,4,2500,4,841000.00,good
Streetman,4,2550,4,841000.00,good
Sunnyvale,4,2600,4,1682000.00,good
Talty,4,2000,4,841000.00,good
Tehuacana,4,2100,4,841000.00,good
Tenaha,4,2200,4,841000.00,good
Texline,4,2300,4,841000.00,good
Thompsons,4,2400,4,841000.00,good
Thornton,4,2450,4,841000.00,good
Thorntonville,4,2500,4,1261500.00,good
Throckmorton,4,2550,4,1827000.00,good
Tioga,4,2600,4,841000.00,good
Tira,4,2000,4,1261500.00,good
Toyah,4,2100,4,841000.00,good
Trent,4,2200,4,841000.00,good
Trophy Club,4,2300,4,1261500.00,good
Valentine,4,2400,4,1261500.00,good
Van Horn,4,2450,4,841000.00,good
Wells,4,2500,4,841000.00,Normal
Westlake,4,2550,4,841000.00,Normal
Westover Hills,4,2600,4,841000.00,old
White Deer,4,2000,4,841000.00,good
Whiteface,4,2100,4,1682000.00,good
Whitewright,4,2200,4,1682000.00,old
Whitney,4,2300,4,1261500.00,Normal
Wickett,4,2400,4,841000.00,Normal
Windom,4,2450,4,841000.00,good
Windthorst,4,2500,4,841000.00,good
Winona,4,2550,4,841000.00,good
Woodloch,4,2600,4,841000.00,good
Woodsboro,4,2000,4,2523000.00,good
Woodson,4,2100,4,1682000.00,good
Woodville,4,2200,4,841000.00,good
Wortham,4,2300,4,841000.00,good
Yantis,4,2400,4,841000.00,good
Abbott,4,2450,4,1261500.00,good
Abernathy,4,2500,4,1682000.00,good
Abilene,4,2550,4,2102500.00,good
Ackerly,4,2600,4,841000.00,good
Adrian,4,2000,4,1682000.00,good
Agua Dulce,4,2100,4,1261500.00,good
Alamo,4,2200,4,1261500.00,good
Alamo Heights,4,2300,4,1261500.00,good
Albany,4,2400,4,1261500.00,good
Aledo,4,2450,4,1682000.00,good
Alice,4,2500,4,841000.00,good
Allen,4,2550,4,1261500.00,good
Alpine,4,2600,4,841000.00,good
Alton,4,2000,4,1261500.00,good
Alvarado,4,2100,4,1261500.00,good
Alvin,4,2200,4,1261500.00,good
Amarillo,4,2300,4,841000.00,good
Ames,4,2400,4,1682000.00,good
Amherst,4,2450,4,1261500.00,good
Anahuac,4,2500,4,841000.00,good
Anderson,4,2550,4,1261500.00,good
Andrews,4,2600,4,1177400.00,good
Angleton,4,2000,4,1093300.00,good
Angus,4,2100,4,1429700.00,good
Anna,4,2200,4,1597900.00,good
Anson,4,2300,4,1288412.00,good
Anton,4,2400,4,929305.00,good
Appleby,4,2450,4,1540712.00,good
Aquilla,4,2500,4,1312801.00,good
Aransas Pass,4,2550,4,891460.00,good
Archer City,4,2600,4,1658452.00,good
Arcola,4,2000,4,1658452.00,good
Argyle,4,2100,4,632432.00,good
Arlington,4,2200,4,1429700.00,good
Arp,4,2300,4,1673590.00,good
Asherton,4,2400,4,1261500.00,good
Athens,4,2450,4,1261500.00,good
Atlanta,4,2500,4,1682000.00,good
Aubrey,4,2550,4,2102500.00,Normal
Aurora,4,2600,4,2523000.00,Normal
Austin,4,2000,4,1682000.00,old
Austwell,4,2100,4,841000.00,good
Azle,4,2200,4,2102500.00,good
Bailey,4,2300,4,2523000.00,old
Baird,4,2400,4,2523000.00,Normal
Balch Springs,4,2450,4,841000.00,Normal
Balcones Heights,4,2500,4,841000.00,good
Ballinger,4,2550,4,1682000.00,good
Balmorhea,4,2600,4,1682000.00,good
Bandera,4,2000,4,2102500.00,good
Bangs,4,2100,4,2102500.00,good
Bardwell,4,2200,4,1261500.00,good
Barry,4,2300,4,1261500.00,good
Barstow,4,2400,4,1682000.00,good
Bartlett,4,2450,4,1261500.00,good
Bastrop,4,2500,4,1261500.00,good
Bay City,4,2550,4,1261500.00,good
Bayou Vista,4,2600,4,1261500.00,good
Baytown,4,2000,4,1682000.00,good
Beach City,4,2100,4,841000.00,good
Beasley,4,2200,4,1261500.00,good
Beaumont,4,2300,4,841000.00,good
Beckville,4,2400,4,1261500.00,good
Bedford,4,2450,4,526129.60,good
Bedias,4,2500,4,1261500.00,good
Bee Cave,4,2550,4,1997038.60,good
Beeville,4,2600,4,841000.00,good
Bellaire,4,2000,4,2354800.00,good
Bellevue,4,2100,4,1261500.00,good
Bellmead,4,2200,4,1261500.00,good
Bellville,4,2300,4,1261500.00,good
Belton,4,2400,4,1261500.00,good
Benavides,4,2450,4,1261500.00,good
Benbrook,4,2500,4,1261500.00,good
Benjamin,4,2550,4,1261500.00,good
Bertram,4,2600,4,1261500.00,good
